name,project_link,owner,address,area,sell_date,progress,price,scale,latlong,page_number
"
Chung cư Hùng Việt
",https://batdongsan.com.vn/can-ho-chung-cu-quan-9/chung-cu-hung-viet-pj648,Công ty CP Xây dựng Phước Thành,"Đường Liên Phường, Phường Phước Long B, Quận 9, Hồ Chí Minh",,,"
Đang cập nhật
",,4 block từ 17 tầng -19 tầng,"10.7977600097656,106.791069030762",p111
"
Chung cư các KCN - Mê Linh
",https://batdongsan.com.vn/can-ho-chung-cu-me-linh/chung-cu-cac-kcn-me-linh-pj656,Công ty CP Đầu tư và Xây dựng số 18 ,"Xã Tiền Phong, Mê Linh, Hà Nội",156.683 m²,,"
Đang cập nhật
",,,"21.162483215332,105.762390136719",p110
"
Topaz City
",https://batdongsan.com.vn/can-ho-chung-cu-quan-8/topaz-city-pj611,Công ty CP Đầu Tư Xây Dựng và Phát Triển Đô Thị Sông Đà,"Đường Cao Lỗ, Phường 4, Quận 8, Hồ Chí Minh",157.000 m²,,"
Đang thi công
",19 triệu/m²,Gồm: 3 Block,"10.7394533157349,106.679817199707",p112
"
Starcity Center
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/starcity-center-pj602,OCEAN GROUP - Tập Đoàn Đại Dương,"Lô HH Khu Đô thị Đông Nam Trần Duy Hưng, Thanh Xuân, Hà Nội",,,"
Đang cập nhật
",33 triệu/m²,"4 tòa căn hộ cao 21-26 tầng, 2 tòa tháp văn phòng cao 21 tầng, cung ứng 1600-2200 căn hộ cao cấp","21.0051441192627,105.79467010498",p112
"
Tổ hợp 25 Lạc Trung
",https://batdongsan.com.vn/can-ho-chung-cu-hai-ba-trung/to-hop-25-lac-trung-pj603,Công ty Thương mại Dịch vụ Thời trang Hà Nội,"Phố Lạc Trung, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",47.043 m²,2014,"
Đang cập nhật
",25 triệu/m²,3 block 19 tầng,"21.002326965332,105.864799499512",p112
"
CHCC 257 Giải Phóng
",https://batdongsan.com.vn/can-ho-chung-cu-dong-da/chcc-257-giai-phong-pj605,Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát,"257 Giải Phóng, Phường Phương Mai, Đống Đa, Hà Nội",13.704 m²,,"
Đang cập nhật
",,24 tầng với 3 tầng hầm và 2 tầng kỹ thuật,"20.998628616333,105.841979980469",p112
"
Sông Hồng Park View
",https://batdongsan.com.vn/can-ho-chung-cu-dong-da/song-hong-park-view-pj606,Công ty CP Đầu tư Địa ốc Sông Hồng,"165 Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội",5.152 m²,Năm 2012,"
Đã hoàn thành
",,"Gồm 2 khối nhà 21 tầng được liên kết thành hình chữ U, khối văn phòng ở giữa cao 11 tầng","21.014835357666,105.817268371582",p112
"
Lê Văn Lương Residentials
",https://batdongsan.com.vn/can-ho-chung-cu-ha-dong/le-van-luong-residentials-pj610,Công ty CP Tập đoàn Nam Cường Hà Nội,"Đường Lê Văn Lương, Phường La Khê, Hà Đông, Hà Nội",52.679 m²,2015,"
Đang cập nhật
",19 triệu/m²,"25 tầng nổi, 02 tầng hầm","20.9765110015869,105.759666442871",p112
"
Khu nhà ở Gò Sao
",https://batdongsan.com.vn/can-ho-chung-cu-quan-12/khu-nha-o-go-sao-pj651,Công ty CP Phát triển nhà Bà Rịa - Vũng Tàu (HODECO),"Đường Thạnh Lộc 41, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",5.100 m²,,"
Đang cập nhật
",,12 khối nhà chung cư cao 15-18 tầng khoảng hơn 2.000 căn hộ,"10.8844089508057,106.68391418457",p110
"
Ngọc Lan Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/ngoc-lan-apartment-pj598,Công ty CP Hợp tác Kinh tế - XNK Savimex,"Đường 4, Phường Phú Thuận, Quận 7, Hồ Chí Minh",5.442 m²,,"
Đang cập nhật
",,"18 tầng, 275 căn hộ","10.7321043014526,106.737510681152",p112
"
Mulberry Lane
",https://batdongsan.com.vn/can-ho-chung-cu-ha-dong/mulberry-lane-pj577,Tập đoàn CapitaLand,"Khu đất Cổ Ngựa, Khu ĐTM Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội",24.466 m²,,"
Đang thi công
",23.5 triệu/m²,Gồm 5 toà nhà với 1478 căn hộ,"20.9865188598633,105.786399841309",p112
"
Star City Lê Văn Lương
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/star-city-le-van-luong-pj576,OCEAN GROUP - Tập Đoàn Đại Dương,"Lô đất 4.1-CC, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",3.724 m²,,"
Đang thi công
",31 triệu/m²,Gồm 1 khối nhà cao 27 tầng và 3 tầng hầm,"21.0061817169189,105.806427001953",p112
"
Vũng Tàu Melody
",https://batdongsan.com.vn/can-ho-chung-cu-vung-tau-vt/vung-tau-melody-pj548,Công ty CP Đầu tư Kinh doanh Địa ốc Hưng Thịnh,"Đường Hoàng Hoa Thám, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",9.758 m²,Quý II/2017,"
Đang thi công
",839 triệu/m²,Gồm: 2 block,"10.3375110626221,107.085594177246",p113
"
Căn hộ cao cấp New Horizon
",https://batdongsan.com.vn/can-ho-chung-cu-thu-dau-mot-bd/can-ho-cao-cap-new-horizon-pj550,Tổng công ty CP Đầu tư và Phát triển Công nghiệp (Becamex IDC Corp),"Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương",,,"
Đang cập nhật
",,,"10.9674654006958,106.657928466797",p113
"
Nhà ở Tổng cục 5 - Bộ Công An
",https://batdongsan.com.vn/can-ho-chung-cu-bac-tu-liem/nha-o-tong-cuc-5-bo-cong-an-pj575,Tổng Công ty Viglacera,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",6.000 m²,,"
Đã hoàn thành
",23 triệu/m²,Gồm 1 tầng hầm và 2 tòa tháp,"21.0505962371826,105.782920837402",p113
"
PetroVietnam Green House
",https://batdongsan.com.vn/can-ho-chung-cu-thu-duc/petrovietnam-green-house-pj552,Công ty CP Địa ốc Dầu khí ,"Đường 9, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",8.000 m²,Quý III/2012,"
Đang cập nhật
",13.1 triệu/m²,"3 tầng đế và 15 tầng cao,  390 căn hộ","10.8618497848511,106.758636474609",p113
"
Sông Đà Hà Đông Tower
",https://batdongsan.com.vn/can-ho-chung-cu-ha-dong/song-da-ha-dong-tower-pj580,Công ty CP Đầu Tư Xây Dựng và Phát Triển Đô Thị Sông Đà,"Đường Nguyễn Trãi, Phường Văn Quán, Hà Đông, Hà Nội",47.124 m²,2010,"
Đang cập nhật
",18 triệu/m²,"33 tầng nổi, 3 tầng hầm","20.9803447723389,105.788627624512",p112
"
Blue Diamond Tower
",https://batdongsan.com.vn/can-ho-chung-cu-nha-be/blue-diamond-tower-pj537,Công ty CP Vạn Phát Hưng,"Đường Lê Văn Lương, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",,,"
Đang cập nhật
",,5 block từ 18 đến 25 tầng,"10.6913728713989,106.706405639648",p113
"
Khang Gia Tân Hương (Lucky Apartment)
",https://batdongsan.com.vn/can-ho-chung-cu-tan-phu/khang-gia-tan-huong-lucky-apartment-pj572,Tổng Công ty CP Đầu tư và Phát triển Địa ốc Khang Gia,"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",4.988 m²,,"
Đang cập nhật
",15 triệu/m²,"2 block, cao 15 tầng, 279 căn hộ","10.7898302078247,106.618873596191",p113
"
Rainbow Building
",https://batdongsan.com.vn/can-ho-chung-cu-ha-dong/rainbow-building-pj533,Công ty CP BIC Việt Nam,"Phường Văn Quán, Hà Đông, Hà Nội",2.422 m²,2012,"
Đã hoàn thành
",25 triệu/m²,"27 tầng nổi, 02 tầng hầm","20.974458694458,105.787742614746",p113
"
C14 - Bộ Công An
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/c14-bo-cong-an-pj561,Công ty CP Xây dựng và Thương mại Bắc Hà,"Đường Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",11.945 m²,Quý III/2013,"
Đã hoàn thành
",17.5 triệu/m²,Gồm: 2 tòa tháp CT1 và CT2,"20.9908123016357,105.783912658691",p113
"
Âu Cơ Tower
",https://batdongsan.com.vn/can-ho-chung-cu-tan-phu/au-co-tower-pj535,Công ty CP Đầu tư Xây dựng Công trình 557,"659 Âu Cơ, Phường Tân Thành, Tân Phú, Hồ Chí Minh",37.419 m²,Quý IV/2012,"
Đang cập nhật
",18 triệu/m²,"18 tầng nổi, 02 tầng hầm","10.7873411178589,106.640998840332",p113
"
Làng BIDV Scienco 5 Mê Linh
",https://batdongsan.com.vn/can-ho-chung-cu-me-linh/lang-bidv-scienco-5-me-linh-pj556,Công ty 508 – Cienco 5 ,"Xã Tiền Phong, Mê Linh, Hà Nội",19 m²,,"
Đang cập nhật
",,"4 tòa tháp 26 tầng, trong đó có một tầng hầm có diện tích 10.700m2 trên tổng diện tích đất 18.641m2.","21.1653232574463,105.75479888916",p113
"
Cao ốc An Khang
",https://batdongsan.com.vn/can-ho-chung-cu-quan-2/cao-oc-an-khang-pj528,Công ty CP Đầu tư - Kinh Doanh Nhà (INTRESCO),"Đường An Phú, Phường An Phú, Quận 2, Hồ Chí Minh",,Tháng 08/2009,"
Đã hoàn thành
",29 triệu/m²,288 căn hộ,"10.7973289489746,106.739807128906",p114
"
H3 Hoàng Diệu
",https://batdongsan.com.vn/can-ho-chung-cu-quan-4/h3-hoang-dieu-pj489,Công ty TNHH Dịch vụ BĐS Việt Long,"Đường Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh",,Quý II/2008,"
Đang cập nhật
",27 triệu/m²,"17 tầng nổi, 01 tầng hầm","10.7603130340576,106.698936462402",p114
"
Khu nhà ở Hào Nam
",https://batdongsan.com.vn/can-ho-chung-cu-dong-da/khu-nha-o-hao-nam-pj499,Công ty CP Đầu tư Đô thị Kang Long,"Đường Vũ Thạnh, Phường Cát Linh, Đống Đa, Hà Nội",120.000 m²,,"
Đang cập nhật
",42 triệu/m²,,"21.0264377593994,105.825706481934",p114
"
Tòa nhà Green Building
",https://batdongsan.com.vn/can-ho-chung-cu-quan-3/toa-nha-green-building-pj500,,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",1.003 m²,,"
Đã hoàn thành
",23.3 triệu/m²,14 tầng,"10.7862062454224,106.667053222656",p114
"
Đại An - Saigon Riverside
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/dai-an-saigon-riverside-pj498,Công ty TNHH Phát triển Nhà Đại An - Saigontourist,"101 Bình Quới, Phường 27, Bình Thạnh, Hồ Chí Minh",290.000 m²,Tháng 03/2015,"
Đang cập nhật
",20 triệu/m²,"08 khối công trình cao từ 15-22 tầng, 636 căn hộ","10.8181142807007,106.720481872559",p114
"
Eurowindow Multi Complex
",https://batdongsan.com.vn/can-ho-chung-cu-cau-giay/eurowindow-multi-complex-pj510,Công ty CP Đầu tư xây dựng và phát triển Công nghệ cao - Decotech,"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",,,"
Đang cập nhật
",,"25 tầng nổi, 3 tầng hầm và 2 tầng kỹ thuật","21.0110893249512,105.799903869629",p114
"
Tòa nhà 101 Láng Hạ
",https://batdongsan.com.vn/can-ho-chung-cu-dong-da/toa-nha-101-lang-ha-pj464,Công ty Cổ phần Xây Dựng Số 5,"101 Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",1.800 m²,,"
Đã hoàn thành
",30 triệu/m²,"Tòa nhà gồm 28 tầng, 02 tầng hầm để xe","21.0137214660645,105.8134765625",p115
"
Chung Cư TDH - Trường Thọ
",https://batdongsan.com.vn/can-ho-chung-cu-thu-duc/chung-cu-tdh-truong-tho-pj492,Công ty CP Phát triển nhà Thủ Đức,"Đường 4, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",6.994 m²,,"
Đang cập nhật
",,2 khối chung cư cao từ 12 đến 15 tầng,"10.839807510376,106.762733459473",p114
"
Tòa nhà 282 Lĩnh Nam
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-mai/toa-nha-282-linh-nam-pj467,Công ty CP Đầu tư và Phát triển nhà Hà Nội 22 (Handico 22),"282 Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",,,"
Đã hoàn thành
",,Gồm 2 khối cao 15 tầng,"20.9819183349609,105.879371643066",p115
"
Riverpark Residence
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/riverpark-residence-pj487,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",17.000 m²,25/02/2102,"
Đã hoàn thành
",,290 căn hộ và 14 cửa hàng trong 3 block nhà cao từ 13 đến 26 tầng,"10.7261219024658,106.707420349121",p114
"
Terra Rosa
",https://batdongsan.com.vn/can-ho-chung-cu-binh-chanh/terra-rosa-pj469,Công ty CP Đầu tư Địa ốc Khang Nam,"lô 13E đường 7, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",26.000 m²,,"
Đã hoàn thành
",12.6 triệu/m²,"4 block 25 tầng, 2 block 20 tầng","10.7059850692749,106.643623352051",p115
"
Lotus Garden
",https://batdongsan.com.vn/can-ho-chung-cu-tan-phu/lotus-garden-pj468,Công ty CP Việt Âu,"36 Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",7.363 m²,,"
Đã hoàn thành
",17.5 triệu/m²,"21 tầng, 596 căn hộ","10.7744636535645,106.635734558105",p115
"
Phú Gia Hưng Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-go-vap/phu-gia-hung-apartment-pj478,Tập đoàn Đất Xanh,"Đường 2, Phường 15, Gò Vấp, Hồ Chí Minh",,,"
Đang cập nhật
",,,"10.8506078720093,106.673500061035",p115
"
Cao ốc Đại Thành
",https://batdongsan.com.vn/can-ho-chung-cu-tan-phu/cao-oc-dai-thanh-pj483,Công ty TNHH XD TM Dịch vụ Sản xuất Đại Thành,"Đường Trịnh Đình Trọng, Phường Phú Trung, Tân Phú, Hồ Chí Minh",,,"
Đang cập nhật
",,,"10.7757978439331,106.642097473145",p115
"
Carina Plaza
",https://batdongsan.com.vn/can-ho-chung-cu-quan-8/carina-plaza-pj473,Công ty CP Đầu tư Năm Bảy Bảy,"Đường Đại Lộ Đông Tây, Phường 16, Quận 8, Hồ Chí Minh",19.318 m²,,"
Đã hoàn thành
",12.2 triệu/m²,Gồm 3 block,"10.729211807251,106.623420715332",p115
"
T.N.T Building
",https://batdongsan.com.vn/can-ho-chung-cu-thu-duc/t-n-t-building-pj479,Tập đoàn Đất Xanh,"Đường Tam Bình, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",45.016 m²,Quý IV/2011,"
Đang cập nhật
",,02 khối A-B cao 17 tầng + 01 tầng hầm với 728 căn hộ,"10.8575201034546,106.740837097168",p115
"
Chung cư cao tầng Hiệp Tân
",https://batdongsan.com.vn/can-ho-chung-cu-tan-phu/chung-cu-cao-tang-hiep-tan-pj484,Công ty TNHH XD TM Dịch vụ Sản xuất Đại Thành,"57 Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",6.213 m²,Tháng 03/2011,"
Đang cập nhật
",11.3 triệu/m²,"1 khối 20 tầng, 2 khối 17 tầng với 900 căn hộ","10.7665529251099,106.626861572266",p115
"
Sky Garden 3
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/sky-garden-3-pj488,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Hồ Chí Minh",42.700 m²,Năm 2010,"
Đã hoàn thành
",31 triệu/m²,,"10.7329339981079,106.706382751465",p114
"
Cảnh Viên 3
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/canh-vien-3-pj485,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Phường Tân Phú, Quận 7, Hồ Chí Minh",,,"
Đang cập nhật
",,116 căn hộ và shophouse,"10.7217607498169,106.728843688965",p115
"
Nam Đô Complex 609 Trương Định
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-mai/nam-do-complex-609-truong-dinh-pj491,Công ty CP Đầu tư Dầu khí Toàn cầu ,"Đường Trương Định, Phường Giáp Bát, Hoàng Mai, Hà Nội",26.169 m²,,"
Đã hoàn thành
",,02 tòa cao 25-28 tầng,"20.9797115325928,105.844833374023",p114
"
Saigonres Tower
",https://batdongsan.com.vn/can-ho-chung-cu-vung-tau-vt/saigonres-tower-pj376,Công ty Cổ phần Địa ốc Sài Gòn,"Đường Lê Hồng Phong, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",,,"
Đang cập nhật
",,1 cao ốc cao 20 tầng,"10.3518505096436,107.088226318359",p116
"
Hoàng Anh Gold House
",https://batdongsan.com.vn/can-ho-chung-cu-nha-be/hoang-anh-gold-house-pj443,Công ty CP Hoàng Anh Gia Lai,"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",,,"
Đang cập nhật
",,,"10.7113246917725,106.70458984375",p116
"
Chung cư Hoàng Anh Gia Lai
",https://batdongsan.com.vn/can-ho-chung-cu-quy-nhon-bdd/chung-cu-hoang-anh-gia-lai-pj444,Công ty CP Hoàng Anh Gia Lai,"Đường Hoàng Quốc Việt, Phường Lê Lợi, Quy Nhơn, Bình Định",4.320 m²,,"
Đang cập nhật
",,5 block 15 tầng,"13.7787141799927,109.233840942383",p116
"
Chung cư 283 Lê Quang Định
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/chung-cu-283-le-quang-dinh-pj454,Công ty Quản lý Kinh doanh nhà Tp.HCM,"283 Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh",1.321 m²,,"
Đang cập nhật
",,76 căn hộ,"10.8106088638306,106.692031860352",p116
"
Nam An Building
",https://batdongsan.com.vn/can-ho-chung-cu-hue-tth/nam-an-building-pj373,Công ty CP Đầu tư và Xây dựng Số 8 - CiC 8,"Đường Hồ Đắc Di, Phường An Cựu, Huế, Thừa Thiên Huế",,,"
Đang cập nhật
",,"14 tầng, 104 căn hộ","16.443000793457,107.606536865234",p116
"
Anh Tuấn Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-nha-be/anh-tuan-apartment-pj362,Công ty CP Đầu tư Anh Tuấn,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",9.001 m²,Quý III/2013,"
Đang cập nhật
",9.7 triệu/m²,2 tòa nhà 21 tầng và 1 tầng hầm,"10.6797494888306,106.750869750977",p116
"
Tổ hợp nhà cao tầng Phú Mỹ
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/to-hop-nha-cao-tang-phu-my-pj456,Công ty CP Đầu tư Văn Phú - Invest,"Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",10.000 m²,,"
Đang cập nhật
",,"10,42 ha, gồm 12 tòa nhà có chiều cao từ 23-45 tầng","21.0356597900391,105.766906738281",p116
"
Newtown Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-thu-duc/newtown-apartment-pj342,Công ty CP Phát triển Hạ tầng & BĐS Thái  Bình  Dương,"Số 69, Đường 18, Phường Hiệp Bình Chánh, Quận.Thủ Đức, TP.HCM",11.841 m²,Quý II/2011,"
Đang cập nhật
",,,"10.824013710022,106.71964263916",p117
"
The Harmona
",https://batdongsan.com.vn/can-ho-chung-cu-tan-binh/the-harmona-pj361,Công ty CP Thanh Niên,"33 Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh",,,"
Đang cập nhật
",,"cao 19 tầng, gồm 3 block A, B, C","10.7969303131104,106.642097473145",p117
"
Căn hộ IJC Aroma
",https://batdongsan.com.vn/can-ho-chung-cu-thu-dau-mot-bd/can-ho-ijc-aroma-pj374,Công ty CP Phát triển Hạ Tầng Kỹ thuật ,"Đường Lê Lai, Phường Định Hòa, Thủ Dầu Một, Bình Dương",,,"
Đang cập nhật
",,,"11.0570201873779,106.675308227539",p116
"
Lữ Gia Plaza
",https://batdongsan.com.vn/can-ho-chung-cu-quan-11/lu-gia-plaza-pj345,Công ty CP Cơ khí - Điện Lữ Gia,"70 Lữ Gia, Phường 15, Quận 11, Hồ Chí Minh",,,"
Đang cập nhật
",,Chung cư cao 20 tầng,"10.7715625762939,106.653167724609",p117
"
Blue Sapphire Bình Phú
",https://batdongsan.com.vn/can-ho-chung-cu-quan-6/blue-sapphire-binh-phu-pj353,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,"29 Bình Phú, Phường 10, Quận 6, Hồ Chí Minh",2.292 m²,Quý II/2012,"
Đã hoàn thành
",14.5 triệu/m²,"15 tầng nổi, 1 tầng hầm","10.7398309707642,106.628845214844",p117
"
Chung cư Lê Thành
",https://batdongsan.com.vn/can-ho-chung-cu-binh-tan/chung-cu-le-thanh-pj356,Công ty TNHH Thương mại - Xây dựng Lê Thành,"113/89 An Dương Vương, P.An Lạc, Q.Bình Tân, TP. Hồ Chí Minh.",,,"
Đã hoàn thành
",11.3 triệu/m²,,"10.7182025909424,106.618041992188",p117
"
Căn hộ Khang Gia Gò Vấp
",https://batdongsan.com.vn/can-ho-chung-cu-go-vap/can-ho-khang-gia-go-vap-pj357,Tổng Công ty CP Đầu tư và Phát triển Địa ốc Khang Gia,"Đường Số 45, Phường 14, Gò Vấp, Hồ Chí Minh",26.224 m²,,"
Đã hoàn thành
",13.6 triệu/m²,"3 Block, gồm 1 tầng hầm, tầng trệt, tầng lửng và 11 tầng căn hộ","10.8436527252197,106.635612487793",p117
"
Cheery Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-quan-2/cheery-apartment-pj366,Công ty CP Tư vấn -Thương mại - Dịch vụ Địa ốc Hoàng Quân,"Đường 19, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",4.985 m²,,"
Đang cập nhật
",17 triệu/m²,12 tầng,"10.7740201950073,106.767105102539",p116
"
Đạt Gia Residence
",https://batdongsan.com.vn/can-ho-chung-cu-quan-12/dat-gia-residence-pj350,Công ty TNHH Xây dựng Võ Đình,"Đường Lê Văn Khương, Phường Thới An, Quận 12, Hồ Chí Minh",,,"
Đang cập nhật
",,,"10.8771171569824,106.648979187012",p117
"
Thiên Nam Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-quan-10/thien-nam-apartment-pj343,Công ty CP Đầu tư Kinh doanh Địa ốc Hưng Thịnh,"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",1.204 m²,,"
Đã hoàn thành
",,Gồm 10 tầng,"10.7738246917725,106.661590576172",p117
